"Year","Diver","Date","SiteDetails.Recorder","Measurement.Processors","Site.ID","bay.side","Quadrat","SH","SL","SW","Species","Common.Name","Count","Quadrat.size","Notes"
2017,"RK",2017-08-02,NA,NA,"SGV 79","W",2,72,77,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 79","W",2,66,74,39,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 79","W",2,67,73,37,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",1,72,86,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",1,75,80,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",1,76,82,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",1,74,80,48,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",1,62,68,35,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",1,57,63,32,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",1,63,67,39,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",1,60,67,34,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",2,79,85,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",2,82,87,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",2,59,66,36,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",2,48,55,29,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"SGV 96","W",2,48,56,26,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-02,NA,NA,"WEEout 1","W",1,110,102,53,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 74","W",1,86,90,49,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 74","W",1,82,88,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 74","W",1,85,91,51,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 74","W",2,96,100,56,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 84","W",1,81,85,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 84","W",1,92,98,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 84","W",2,91,92,51,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 86","W",1,94,100,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 86","W",1,76,80,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 86","W",1,74,81,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 86","W",1,55,62,32,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 86","W",1,72,81,41,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 86","W",1,68,77,41,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-10,NA,NA,"SGV 89","W",1,69,75,41,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",1,90,93,58,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",1,81,85,49,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",1,90,95,53,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",1,76,79,48,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",1,75,80,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",1,81,86,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",1,54,56,31,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",2,82,88,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",2,89,96,52,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",2,76,84,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",2,75,85,41,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",2,61,65,39,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 75.5","W",2,72,75,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,106,116,61,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,84,90,43,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,71,76,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,82,85,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,64,70,36,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,88,90,52,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,74,80,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,74,82,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,20,21,11,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",1,27,29,15,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",2,88,94,55,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",2,93,96,53,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",2,87,94,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",2,79,87,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",2,72,79,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",2,70,80,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 77","W",2,40,44,25,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 85","W",2,47,53,31,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 85","W",2,29,37,19,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 85","W",2,12,13,7,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 86","W",1,53,59,33,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"SGV 88","W",2,72,77,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"TIANAout 1","W",1,76,83,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-15,NA,NA,"TIANAout 1","W",2,77,88,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 65","W",2,58,61,36,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 65","W",2,84,90,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 67","W",1,82,89,43,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 67","W",1,85,95,51,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 67","W",1,58,68,32,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 67","W",1,55,63,32,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 67","W",1,62,69,36,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 67","W",2,19,21,12,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 67","W",2,72,79,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 67","W",2,73,83,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 69","W",2,65,74,37,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 69","W",2,74,82,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",1,76,82,41,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",1,101,105,54,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",1,79,88,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",1,67,73,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",2,72,77,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",2,87,93,49,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",2,85,95,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",2,72,75,43,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",2,75,79,39,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 70","W",2,90,98,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 71","W",1,89,95,52,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 71","W",2,94,100,55,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 73","W",1,70,74,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 73","W",1,85,87,49,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 73","W",1,74,77,41,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 73","W",1,92,95,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 73","W",2,84,91,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 73","W",2,82,90,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 76","W",1,72,78,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 76","W",2,89,97,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-22,NA,NA,"SGV 76","W",2,88,94,38,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 47","W",1,11,12,7,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 48","W",1,43,48,26,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 48","W",2,12,14,9,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 48","W",2,17,20,21,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 48","W",2,11,13,8,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 49","W",2,24,26,12,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 80","W",1,74,80,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 80","W",1,5,6,3,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 90","W",1,59,65,32,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 90","W",1,19,21,12,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 90","W",1,18,19,10,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 90","W",1,10,11,5,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 90","W",2,15,16,8,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 90","W",2,17,20,10,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 91","W",1,90,97,54,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 91","W",2,96,101,52,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 91","W",2,74,80,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 91","W",2,77,86,41,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 92","W",1,50,55,34,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 92","W",1,38,46,23,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 92","W",2,80,85,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 93","W",1,46,50,27,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 93","W",2,90,94,48,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 94","W",1,97,102,48,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 94","W",2,87,91,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-08-24,NA,NA,"SGV 94","W",2,80,85,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2017,"RK",2017-09-01,NA,NA,"SGV 81","W",1,66,75,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",1,51,57,30,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",1,79,89,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",1,50,57,30,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",1,80,86,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",1,77,90,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",1,73,83,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",1,55,62,32,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",2,61,65,35,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",2,34,38,22,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG3","E",2,49,56,31,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG4","E",1,67,71,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV CG4","E",1,62,66,36,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV COR","E",1,64,69,35,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV COR","E",2,64,70,39,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV COR","E",2,55,60,33,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV FP","E",2,50,55,31,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-19,"DWC;AD;GF;BM","DWC;AD;GF;BM","SGV FP","E",2,80,88,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV SAND","E",2,40,44,22,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",1,37,43,22,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",1,16,19,10,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",1,12,13,7,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",2,21,25,14,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",2,23,25,14,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",2,18,20,11,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",2,22,25,12,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",2,22,24,13,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",2,23,25,13,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-20,"DWC;AD;CW;JP","DWC;AD;CW;JP","SGV WI","E",2,17,20,11,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-24,"DWC;DC;LM","DWC;DC;LM","SGV 86","W",1,77,85,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-24,"DWC;DC;LM","DWC;DC;LM","SGV 86","W",2,86,89,51,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-24,"DWC;DC;LM","DWC;DC;LM","SGV 86","W",2,64,69,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 75","W",2,28,32,16,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 75","W",2,92,99,53,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 75","W",2,82,94,53,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,64,71,37,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,73,81,43,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,63,70,36,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,79,89,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,84,86,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,74,82,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,67,71,40,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,60,65,33,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,66,72,37,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",1,44,50,29,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,90,95,51,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,87,89,43,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,86,92,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,91,95,53,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,72,75,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,78,85,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,75,83,44,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,77,86,47,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,54,57,33,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 77","W",2,22,25,13,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 96","W",1,79,89,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 96","W",1,88,95,52,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-26,"DWC;CW;AD;CB","DWC;CW;AD;CB","SGV 96","W",2,79,85,46,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 48","W",2,13,15,7,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 48","W",2,16,18,9,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 70","W",1,79,82,45,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 70","W",2,85,91,50,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 70","W",2,71,79,42,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 70","W",2,62,67,35,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 70","W",2,60,65,34,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 80","W",1,110,121,61,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 80","W",1,110,118,62,"Mercenaria mercenaria","Hard Clam",1,1,NA
2018,"DWC",2018-07-27,"DWC;CW;AD;JP","DWC;CW;AD;JP","SGV 80","W",1,58,62,34,"Mercenaria mercenaria","Hard Clam",1,1,NA
