"Datasheet.Order","Year","Date","Diver","SiteDetails.Recorder","Measurement.Processors","Site.ID","bay.side","Quadrat","Temperature","Salinity","Sediment.Type","Habitat.Type","%Seagrass","%Macroalgae","Seagrass.in.Area?","Quadrat.Size","Notes","Overall.Notes"
32,2015,2015-07-02,"AS","RK","DC,NF","SGV 75.5","W",2,"23.6","26.6","M","MF",0,0,"N",1,"Jello mud",NA
29,2015,2015-07-02,"AS","RK","DC,NF","SGV 76","W",1,"23.3","26.1","M","MF",0,70,"N",1,"macroalgae",NA
30,2015,2015-07-02,"AS","RK","DC,NF","SGV 76","W",2,"23.3","26.1","M","MF",0,70,"N",1,"macroalgae",NA
49,2015,2015-07-02,"AS","RK","DC,NF","SGV 77","W",1,"23.8","27.5","S","SF",0,0,"N",1,NA,NA
50,2015,2015-07-02,"AS","RK","DC,NF","SGV 77","W",2,"23.8","27.5","S","SF",0,0,"N",0.5,NA,NA
47,2015,2015-07-02,"AS","RK","DC,NF","SGV 78","W",1,"24.3","27.4","MS","MF",0,0,"N",1,NA,NA
48,2015,2015-07-02,"AS","RK","DC,NF","SGV 78","W",2,"24.3","27.4","MS","MF",0,0,"N",1,NA,NA
45,2015,2015-07-02,"AS","RK","DC,NF","SGV 79","W",1,"25.0","27.4","S","SF",0,0,"Y",1,"Patchy SG",NA
46,2015,2015-07-02,"AS","RK","DC,NF","SGV 79","W",2,"25.0","27.4","S","SF",0,0,"Y",1,"Patchy SG",NA
37,2015,2015-07-02,"AS","RK","DC,NF","SGV 82","W",1,"23.8","27.1","S","SG",100,0,"Y",0.25,NA,NA
38,2015,2015-07-02,"AS","RK","DC,NF","SGV 82","W",2,"23.8","27.1","S","SG",100,0,"Y",0.5,NA,NA
35,2015,2015-07-02,"AS","RK","DC,NF","SGV 83","W",1,"24.8","26.9","S","SG",55,10,"Y",0.25,NA,NA
36,2015,2015-07-02,"AS","RK","DC,NF","SGV 83","W",2,"24.8","26.9","S","SG",55,10,"Y",0.25,NA,NA
39,2015,2015-07-02,"AS","RK","DC,NF","SGV 84","W",1,"23.7","27.3","S","SF",0,0,"Y",0.5,NA,NA
40,2015,2015-07-02,"AS","RK","DC,NF","SGV 84","W",2,"23.7","27.3","S","SF",0,0,"Y",0.5,NA,NA
41,2015,2015-07-02,"AS","RK","DC,NF","SGV 86","W",1,"24.4","27.2","S","SG",100,0,"Y",0.25,NA,NA
42,2015,2015-07-02,"AS","RK","DC,NF","SGV 86","W",2,"24.4","27.2","S","SG",100,0,"Y",0.5,NA,NA
43,2015,2015-07-02,"AS","RK","DC,NF","SGV 87","W",1,"24.2","27.3","S","SG",100,0,"Y",0.25,"rhizomes really thick, hard to get a 1/4 m2 sample",NA
44,2015,2015-07-02,"AS","RK","DC,NF","SGV 87","W",2,"24.2","27.3","S","SG",100,0,"Y",0.125,"rhizomes really thick, hard to get a 1/4 m2 sample",NA
71,2015,2015-07-09,"AS","RK","NK,KO","SGV 48","W",1,"19.7","29.4","S","SF",0,0,"N",1,NA,NA
72,2015,2015-07-09,"AS","RK","NK,KO","SGV 48","W",2,"19.7","29.4","S","SF",0,0,"N",1,NA,NA
53,2015,2015-07-09,"AS","RK","NK,KO","SGV 80","W",1,"21.5","28.6","M","MF",0,0,"N",1,NA,NA
54,2015,2015-07-09,"AS","RK","NK,KO","SGV 80","W",2,"21.5","28.6","M","MF",0,0,"N",1,NA,NA
51,2015,2015-07-09,"AS","RK","NK,KO","SGV 81","W",1,"23.1","17.6","M","MF",0,0,"N",1,NA,NA
52,2015,2015-07-09,"AS","RK","NK,KO","SGV 81","W",2,"23.1","17.6","M","MF",0,0,"N",1,NA,NA
63,2015,2015-07-09,"AS","RK","NK,KO","SGV 88","W",1,"22.6","28.7","S","SF",0,0,"N",1,NA,NA
64,2015,2015-07-09,"AS","RK","NK,KO","SGV 88","W",2,"22.6","28.7","S","SF",0,0,"N",1,NA,NA
69,2015,2015-07-09,"AS","RK","NK,KO","SGV 89","W",1,"19.5","29.5","S","SG",100,0,"Y",0.25,NA,NA
70,2015,2015-07-09,"AS","RK","NK,KO","SGV 89","W",2,"19.5","29.5","S","SG",100,0,"Y",0.25,NA,NA
67,2015,2015-07-09,"AS","RK","NK,KO","SGV 90","W",1,"21.9","28.9","S","SF",0,0,"N",1,NA,NA
68,2015,2015-07-09,"AS","RK","NK,KO","SGV 90","W",2,"21.9","28.9","S","SF",0,0,"N",1,NA,NA
65,2015,2015-07-09,"AS","RK","NK,KO","SGV 91","W",1,"23.6","28.6","M","MF",0,0,"N",1,NA,NA
66,2015,2015-07-09,"AS","RK","NK,KO","SGV 91","W",2,"23.6","28.6","M","MF",0,0,"N",1,NA,NA
61,2015,2015-07-09,"AS","RK","NK,KO","SGV 92","W",1,"24.1","27.8","M","MF",0,0,"N",1,"Tube worms cover the bottom",NA
62,2015,2015-07-09,"AS","RK","NK,KO","SGV 92","W",2,"24.1","27.8","M","MF",0,0,"N",1,"Tube worms cover the bottom",NA
59,2015,2015-07-09,"AS","RK","NK,KO","SGV 93","W",1,"23.4","29.0","S","SF",0,0,"N",1,NA,NA
60,2015,2015-07-09,"AS","RK","NK,KO","SGV 93","W",2,"23.4","29.0","S","SF",0,0,"N",1,"There is no record of the 2nd quadrate in the measurement datasheet",NA
57,2015,2015-07-09,"AS","RK","NK,KO","SGV 94","W",1,"23.3","28.9","M","MF",0,0,"N",1,NA,NA
58,2015,2015-07-09,"AS","RK","NK,KO","SGV 94","W",2,"23.3","28.9","M","MF",0,0,"N",1,NA,NA
55,2015,2015-07-09,"AS","RK","NK,KO","SGV 95","W",1,"22.6","24.6","M","MF",0,0,"N",1,NA,NA
56,2015,2015-07-09,"AS","RK","NK,KO","SGV 95","W",2,"22.6","24.6","M","MF",0,0,"N",1,NA,NA
81,2015,2015-07-28,"AS","RK","KO,TV","SGV 47","W",1,"25.3","29.3","S","SH",0,25,"N",0.5,"Cobblestone + site is mussle and cobble",NA
82,2015,2015-07-28,"AS","RK","KO,TV","SGV 47","W",2,"25.3","29.3","S","SH",0,25,"N",0.25,"Cobblestone + site is mussle and cobble",NA
83,2015,2015-07-28,"AS","RK","KO,TV","SGV 49","W",1,"24.9","29.2","S","SH",0,0,"N",0.25,"shellhash",NA
84,2015,2015-07-28,"AS","RK","KO,TV","SGV 49","W",2,"24.9","29.2","S","SH",0,0,"N",0.25,"shellhash",NA
86,2015,2015-07-28,"AS","RK","KO,TV","SGV 85","W",1,"26.2","29.3","M","MF",0,0,"N",1,NA,NA
87,2015,2015-07-28,"AS","RK","KO,TV","SGV 85","W",2,"26.2","29.3","M","MF",0,0,"N",1,NA,NA
88,2015,2015-07-28,"AS","RK","KO,TV","SGV CG1","E",1,"26.2","29.8","S","SG",50,50,"Y",1,NA,NA
89,2015,2015-07-28,"AS","RK","KO,TV","SGV CG1","E",2,"26.2","29.8","S","SG",100,0,"Y",1,"100% SG all around-in a patch of sand",NA
90,2015,2015-07-28,"AS","RK","KO,TV","SGV CG2","E",1,"26.4","29.5","S","SG",0,0,"Y",1,"Patchy Seagrass",NA
91,2015,2015-07-28,"AS","RK","KO,TV","SGV CG2","E",2,"26.4","29.5","S","SG",0,0,"Y",1,"Patchy Seagrass",NA
92,2015,2015-07-28,"AS","RK","SH,RB","SGV CG3","E",1,"27.1","29.5","S","SG",100,0,"Y",1,"Pathy Seagrass,sample frozen and processed on 10.1.15",NA
93,2015,2015-07-28,"AS","RK","SH,RB","SGV CG3","E",2,"27.1","29.5","S","SG",0,0,"Y",1,"Patchy Seagrass-in a sandy spot, sample frozen and processed on 10.1.15",NA
94,2015,2015-07-28,"AS","RK","SH,RB","SGV CG4","E",1,"28.5","29.2","S","SG",100,0,"Y",1,"Patchy Seagrass, sample frozen and processed on 10.1.15; site called Amber's site in GPS",NA
95,2015,2015-07-28,"AS","RK","SH,RB","SGV CG4","E",2,"28.5","29.2","S","SG",100,0,"Y",0.25,"Patchy Seagrass, sample frozen and processed on 10.1.15; site called Amber's site in GPS",NA
75,2015,2015-07-28,"AS","RK","KO,TV","SGV COR","E",1,"26.4","27.3","S","SG",0,0,"Y",1,"Seagrass Patchy",NA
76,2015,2015-07-28,"AS","RK","KO,TV","SGV COR","E",2,"26.4","27.3","S","SG",0,0,"Y",1,"Seagrass Patchy",NA
73,2015,2015-07-28,"AS","RK","KO,TV","SGV FP","E",1,"25.5","26.1","S","SG",0,0,"Y",1,"Seagrass Patchy",NA
74,2015,2015-07-28,"AS","RK","KO,TV","SGV FP","E",2,"25.5","26.1","S","SG",0,0,"Y",1,"Seagrass Patchy",NA
77,2015,2015-07-28,"AS","RK","KO,TV","SGV SAND","E",1,"25.3","28.0","S","SG",0,0,"Y",1,"Seagrass Patchy",NA
78,2015,2015-07-28,"AS","RK","KO,TV","SGV SAND","E",2,"25.3","28.0","S","SG",50,0,"Y",1,"Seagrass Patchy",NA
79,2015,2015-07-28,"AS","RK","KO,TV","SGV WI","E",1,"24.8","28.7","S","SG",0,0,"Y",1,"Seagrass Patchy",NA
80,2015,2015-07-28,"AS","RK","KO,TV","SGV WI","E",2,"24.8","28.7","S","SG",25,0,"Y",1,"Seagrass Patchy",NA
96,2015,2015-08-24,"AS","RK","DC,NK","SGV LS1","E",1,"24.1","32.4","S","SG",0,0,"Y",1,"Patchy Seagrass-in a sandy spot",NA
97,2015,2015-08-24,"AS","RK","DC,NK","SGV LS1","E",2,"24.1","32.4","S","SG",0,0,"Y",1,"Patchy Seagrass-in a sandy spot",NA
98,2015,2015-08-24,"AS","RK","DC,NK","SGV LS2","E",1,"24.4","31.9","S","SG",0,0,"Y",1,"Patchy Seagrass-in a sandy spot",NA
99,2015,2015-08-24,"AS","RK","DC,NK","SGV LS2","E",2,"24.4","31.9","S","SG",0,0,"Y",0.5,"Patchy Seagrass-in a sandy spot",NA
100,2015,2015-08-24,"AS","RK","DC,NK","SGV LS3","E",1,"25.1","31.9","S","SG",0,0,"Y",0.5,"Patchy Seagrass-in a sandy spot",NA
101,2015,2015-08-24,"AS","RK","DC,NK","SGV LS3","E",2,"25.1","31.9","S","SG",0,0,"Y",0.5,"Patchy Seagrass-in a sandy spot",NA
102,2015,2015-08-24,"AS","RK","DC,NK","SGV LS4","E",1,"24.8","31.8","S","SG",0,0,"Y",0.5,"On edge of seagrass boundary before heading towards inlet; patchy seagrass-in a sandy spot",NA
103,2015,2015-08-24,"AS","RK","DC,NK","SGV LS4","E",2,"24.8","31.8","S","SG",0,0,"Y",0.5,"On edge of seagrass boundary before heading towards inlet; patchy seagrass-in a sandy spot",NA
1,2016,2016-07-28,"RK",NA,NA,"SGV CG2","E",1,"24.4","30.4","S","SG",100,10,"Y",1,"fine mesh bag used",NA
2,2016,2016-07-28,"RK",NA,NA,"SGV CG2","E",2,"24.4","30.4","S","SG",75,10,"Y",1,"fine mesh bag used",NA
3,2016,2016-07-28,"RK",NA,NA,"SGV CG3","E",1,"24.8","30.5","S","SG",30,0,"Y",1,"fine mesh bag used; patchy SG",NA
4,2016,2016-07-28,"RK",NA,NA,"SGV CG3","E",2,"24.8","30.5","S","SF",0,0,"Y",1,"fine mesh bag used; patchy SG",NA
5,2016,2016-07-28,"RK",NA,NA,"SGV LS1","E",1,"24.5","29.7","S","SG",100,0,"Y",1,NA,NA
6,2016,2016-07-28,"RK",NA,NA,"SGV LS1","E",2,"24.5","29.7","S","SG",90,10,"Y",1,NA,NA
8,2016,2016-07-28,"RK",NA,NA,"SGV LS2","E",1,"24.9","29.8","S","SG",30,5,"Y",1,NA,NA
9,2016,2016-07-28,"RK",NA,NA,"SGV LS2","E",2,"24.9","29.8","S","SG",10,2,"Y",1,NA,NA
11,2016,2016-07-28,"RK",NA,NA,"SGV LS3","E",1,"24.7","30.2","S","SG",75,40,"Y",1,NA,NA
12,2016,2016-07-28,"RK",NA,NA,"SGV LS3","E",2,"24.7","30.2","S","SG",100,15,"Y",1,NA,NA
14,2016,2016-07-28,"RK",NA,NA,"SGV LS4","E",1,"24.6","30.4","S","SG",5,5,"Y",1,NA,NA
15,2016,2016-07-28,"RK",NA,NA,"SGV LS4","E",2,"24.6","30.4","S","SG",95,30,"Y",1,NA,NA
17,2016,2016-07-28,"RK",NA,NA,"SGV SAND","E",1,"25.7","29.8","S","SF",0,0,"Y",1,"SG in distance",NA
18,2016,2016-07-28,"RK",NA,NA,"SGV SAND","E",2,"25.7","29.8","S","SF",0,0,"Y",1,"SG in distance",NA
20,2016,2016-07-28,"RK",NA,NA,"SGV WI","E",1,"25.2","29.9","S","SG",50,30,"Y",1,"mussels",NA
21,2016,2016-07-28,"RK",NA,NA,"SGV WI","E",2,"25.2","29.9","S","SG",5,5,"Y",1,"mussels",NA
34,2016,2016-08-09,"RK",NA,NA,"SGV 49","W",1,"24.3","30.8","S","SF",0,0,"N",1,NA,NA
35,2016,2016-08-09,"RK",NA,NA,"SGV 49","W",2,"24.3","30.8","S","SF",0,0,"N",1,NA,NA
31,2016,2016-08-09,"RK",NA,NA,"SGV 90","W",1,"25.3","30.5","MS","SF",0,0,"N",1,NA,NA
32,2016,2016-08-09,"RK",NA,NA,"SGV 90","W",2,"25.3","30.5","MS","SF",0,0,"N",1,NA,NA
28,2016,2016-08-09,"RK",NA,NA,"SGV CG1","E",1,"25.5","29.9","S","SG",100,30,"Y",1,NA,NA
29,2016,2016-08-09,"RK",NA,NA,"SGV CG1","E",2,"25.5","29.9","S","SG",100,30,"Y",1,NA,NA
26,2016,2016-08-09,"RK",NA,NA,"SGV COR","E",1,"26.6","29.1","S","SG",10,5,"Y",1,"a lot of rocks and shell hash",NA
27,2016,2016-08-09,"RK",NA,NA,"SGV COR","E",2,"26.6","29.1","S","SG",85,40,"Y",1,"a lot of rocks and shell hash",NA
23,2016,2016-08-09,"RK",NA,NA,"SGV FP","E",1,"25.1","29.5","S","SG",100,80,"Y",1,NA,NA
24,2016,2016-08-09,"RK",NA,NA,"SGV FP","E",2,"25.1","29.5","S","SG",30,15,"Y",1,NA,NA
50,2016,2016-08-12,"RK",NA,NA,"SGV 47","W",1,"21.5","31.2","S","SH",0,0,"N",1,NA,NA
51,2016,2016-08-12,"RK",NA,NA,"SGV 47","W",2,"21.5","31.2","S","SH",0,0,"N",1,NA,NA
47,2016,2016-08-12,"RK",NA,NA,"SGV 48","W",1,"21.5","31.2","S","SF",0,0,"N",1,"shell hash",NA
48,2016,2016-08-12,"RK",NA,NA,"SGV 48","W",2,"21.5","31.2","S","SF",0,0,"N",1,"shell hash",NA
44,2016,2016-08-12,"RK",NA,NA,"SGV 85","W",1,"25.0","30.4","SM","MF",0,0,"N",1,NA,NA
45,2016,2016-08-12,"RK",NA,NA,"SGV 85","W",2,"25.0","30.4","SM","MF",0,0,"N",1,NA,NA
41,2016,2016-08-12,"RK",NA,NA,"SGV 88","W",1,"26.5","30.3","MS","SF",0,0,"N",1,NA,NA
42,2016,2016-08-12,"RK",NA,NA,"SGV 88","W",2,"26.5","30.3","MS","SF",0,0,"N",1,NA,NA
39,2016,2016-08-12,"RK",NA,NA,"SGV 91","W",1,"27.3","30.3","M","MF",0,0,"N",1,NA,NA
40,2016,2016-08-12,"RK",NA,NA,"SGV 91","W",2,"27.3","30.3","M","MF",0,0,"N",1,NA,NA
36,2016,2016-08-12,"RK",NA,NA,"SGV CG4","E",1,"27.5","29.8","MS","SG",100,90,"Y",1,NA,NA
37,2016,2016-08-12,"RK",NA,NA,"SGV CG4","E",2,"27.5","29.8","MS","SG",100,90,"Y",1,NA,NA
57,2016,2016-08-16,"RK",NA,NA,"SGV 80","W",1,"26.5","30.5","SM","MF",0,0,"N",1,NA,NA
58,2016,2016-08-16,"RK",NA,NA,"SGV 80","W",2,"26.5","30.5","SM","MF",0,0,"N",1,NA,NA
59,2016,2016-08-16,"RK",NA,NA,"SGV 81","W",1,"28.3","30.3","SM","MF",0,0,"N",1,NA,NA
60,2016,2016-08-16,"RK",NA,NA,"SGV 81","W",2,"28.3","30.3","SM","MF",0,0,"N",1,NA,NA
52,2016,2016-08-16,"RK",NA,NA,"SGV 89","W",1,"28.3","30.2","SM","SG",100,90,"Y",1,NA,NA
53,2016,2016-08-16,"RK",NA,NA,"SGV 89","W",2,"28.3","30.2","SM","SG",100,90,"Y",1,NA,NA
54,2016,2016-08-16,"RK",NA,NA,"SGV 95","W",1,"26.6","30.5","SM","MF",0,0,"N",1,NA,NA
55,2016,2016-08-16,"RK",NA,NA,"SGV 95","W",2,"26.6","30.5","SM","MF",0,0,"N",1,NA,NA
108,2016,2016-08-22,"RK",NA,NA,"SGV 71","W",1,"27.3","29.6","MS","SF",0,0,"N",1,NA,NA
109,2016,2016-08-22,"RK",NA,NA,"SGV 71","W",2,"27.3","29.6","MS","SF",0,0,"N",1,NA,NA
79,2016,2016-08-22,"RK",NA,NA,"SGV 72","W",1,"27.3","29.5","MS","SF",0,0,"N",1,"gema gema hash",NA
80,2016,2016-08-22,"RK",NA,NA,"SGV 72","W",2,"27.3","29.5","MS","SF",0,0,"N",1,"gema gema hash",NA
83,2016,2016-08-22,"RK",NA,NA,"SGV 74","W",1,"26.8","30.1","MS","SG",100,80,"Y",1,NA,NA
84,2016,2016-08-22,"RK",NA,NA,"SGV 74","W",2,"26.8","30.1","MS","SG",70,50,"Y",1,NA,NA
81,2016,2016-08-22,"RK",NA,NA,"SGV 76","W",1,"27.0","29.6","SM","MF",0,0,"N",1,NA,NA
82,2016,2016-08-22,"RK",NA,NA,"SGV 76","W",2,"27.0","29.6","SM","MF",0,0,"N",1,NA,NA
76,2016,2016-08-22,"RK",NA,NA,"SGV 79","W",1,"26.3","30.4","MS","SF",0,0,"Y",1,"patchy SG",NA
77,2016,2016-08-22,"RK",NA,NA,"SGV 79","W",2,"26.3","30.4","MS","SF",0,0,"Y",1,"patchy SG",NA
73,2016,2016-08-22,"RK",NA,NA,"SGV 82","W",1,"26.0","30.3","SM","SG",100,50,"Y",1,NA,NA
74,2016,2016-08-22,"RK",NA,NA,"SGV 82","W",2,"26.0","30.3","SM","SG",100,90,"Y",1,NA,NA
67,2016,2016-08-22,"RK",NA,NA,"SGV 83","W",1,"25.2","30.7","MS","SG",30,30,"Y",1,"about 80ft east of spot",NA
68,2016,2016-08-22,"RK",NA,NA,"SGV 83","W",2,"25.2","30.7","MS","SG",10,0,"Y",1,"about 80ft east of spot",NA
70,2016,2016-08-22,"RK",NA,NA,"SGV 84","W",1,"25.5","30.4","SM","SF",0,0,"Y",1,"patchy SG",NA
71,2016,2016-08-22,"RK",NA,NA,"SGV 84","W",2,"25.5","30.4","SM","SF",0,0,"Y",1,"patchy SG",NA
64,2016,2016-08-22,"RK",NA,NA,"SGV 86","W",1,"25.0","30.5","MS","SG",15,5,"Y",1,NA,NA
65,2016,2016-08-22,"RK",NA,NA,"SGV 86","W",2,"25.0","30.5","MS","SG",80,50,"Y",1,NA,NA
61,2016,2016-08-22,"RK",NA,NA,"SGV 87","W",1,"24.7","30.7","SM","SG",100,25,"Y",1,NA,NA
62,2016,2016-08-22,"RK",NA,NA,"SGV 87","W",2,"24.7","30.7","SM","SG",100,25,"Y",1,NA,NA
85,2016,2016-08-25,"RK",NA,NA,"SGV 60","W",1,"25.7","28.8","MS","MF",0,0,"N",1,"loose shell/rock",NA
86,2016,2016-08-25,"RK",NA,NA,"SGV 60","W",2,"25.7","28.8","MS","MF",0,0,"N",1,"loose shell/rock",NA
102,2016,2016-08-25,"RK",NA,NA,"SGV 61","W",1,"27.0","29.2","MS","MF",0,0,"N",1,NA,NA
103,2016,2016-08-25,"RK",NA,NA,"SGV 61","W",2,"27.0","29.2","MS","MF",0,0,"N",1,NA,NA
106,2016,2016-08-25,"RK",NA,NA,"SGV 62","W",1,"25.1","30.1","MS","SF",0,0,"N",1,NA,NA
107,2016,2016-08-25,"RK",NA,NA,"SGV 62","W",2,"25.1","30.1","MS","SF",0,0,"N",1,NA,NA
104,2016,2016-08-25,"RK",NA,NA,"SGV 63","W",1,"27.0","29.4","MS","SF",0,0,"N",1,NA,NA
105,2016,2016-08-25,"RK",NA,NA,"SGV 63","W",2,"27.0","29.4","MS","SF",0,0,"N",1,NA,NA
90,2016,2016-08-25,"RK",NA,NA,"SGV 64","W",1,"26.0","28.9","SM","MF",0,0,"N",1,NA,NA
91,2016,2016-08-25,"RK",NA,NA,"SGV 64","W",2,"26.0","28.9","SM","MF",0,0,"N",1,NA,NA
92,2016,2016-08-25,"RK",NA,NA,"SGV 65","W",1,"25.8","29.2","SM","MF",0,0,"N",1,NA,NA
93,2016,2016-08-25,"RK",NA,NA,"SGV 65","W",2,"25.8","29.2","SM","MF",0,0,"N",1,NA,NA
98,2016,2016-08-25,"RK",NA,NA,"SGV 66","W",1,"25.3","30.0","M","MF",0,0,"N",1,NA,NA
99,2016,2016-08-25,"RK",NA,NA,"SGV 66","W",2,"25.3","30.0","M","MF",0,0,"N",1,NA,NA
88,2016,2016-08-25,"RK",NA,NA,"SGV 68","W",1,"25.9","29.0","M","MF",0,0,"N",1,NA,NA
89,2016,2016-08-25,"RK",NA,NA,"SGV 68","W",2,"25.9","29.0","M","MF",0,0,"N",1,NA,NA
94,2016,2016-08-25,"RK",NA,NA,"SGV 69","W",1,"25.5","29.5","SM","MF",0,0,"N",1,NA,NA
95,2016,2016-08-25,"RK",NA,NA,"SGV 69","W",2,"25.5","29.5","SM","MF",0,0,"N",1,NA,NA
111,2016,2016-09-11,"RK",NA,NA,"SGV 92","W",2,"25.0","30.0","SM","MF",0,0,"N",1,NA,NA
116,2016,2016-09-11,"RK",NA,NA,"SGV 93","W",1,"25.4","30.2","MS","SF",0,0,"N",1,NA,NA
118,2016,2016-09-11,"RK",NA,NA,"SGV 94","W",1,"25.3","30.8","MS","SF",0,50,"N",1,NA,NA
119,2016,2016-09-11,"RK",NA,NA,"SGV 94","W",2,"25.3","30.8","MS","SF",0,100,"N",1,NA,NA
120,2016,2016-09-27,"RK",NA,NA,"SGV 67","W",1,"20.2","30.2","MS","SF",0,0,"N",1,"crepidula and rocks",NA
121,2016,2016-09-27,"RK",NA,NA,"SGV 67","W",2,"20.2","30.2","MS","SF",0,0,"N",1,"crepidula and rocks",NA
122,2016,2016-09-27,"RK",NA,NA,"SGV 70","W",1,"20.5","29.2","S","SF",0,0,"N",1,NA,NA
123,2016,2016-09-27,"RK",NA,NA,"SGV 70","W",2,"20.5","29.2","S","SF",0,0,"N",1,NA,NA
126,2016,2016-09-27,"RK",NA,NA,"SGV 73","W",1,"20.4","30.1","MS","SF",0,0,"N",1,NA,NA
127,2016,2016-09-27,"RK",NA,NA,"SGV 73","W",2,"20.4","30.1","MS","SF",0,0,"N",1,NA,NA
124,2016,2016-09-27,"RK",NA,NA,"SGV 75.5","W",1,"20.2","29.8","S","SF",0,0,"N",1,NA,NA
125,2016,2016-09-27,"RK",NA,NA,"SGV 75.5","W",2,"20.2","29.8","S","SF",0,0,"N",1,NA,NA
128,2016,2016-09-27,"RK",NA,NA,"SGV 77","W",1,"20.6","29.7","MS","SF",0,5,"N",1,NA,NA
129,2016,2016-09-27,"RK",NA,NA,"SGV 77","W",2,"20.6","29.7","MS","SF",0,5,"N",1,NA,NA
130,2016,2016-09-27,"RK",NA,NA,"SGV 78","W",1,"20.8","29.8","MS","SF",0,0,"N",1,NA,NA
131,2016,2016-09-27,"RK",NA,NA,"SGV 78","W",2,"20.8","29.8","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV FP","E",1,"25.6","29.1","MS","SG",25,0,"Y",1,NA,NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV FP","E",2,"25.6","29.1","MS","SG",50,0,"Y",1,NA,NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV LS1","E",1,"26.3","28.2","S","SG",50,85,"Y",1,"mussels in macro",NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV LS1","E",2,"26.3","28.2","S","SG",90,90,"Y",1,NA,NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV LS2","E",1,"25.2","29.2","S","SF",0,0,"Y",1,NA,NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV LS2","E",2,"25.2","29.2","S","SG",75,10,"Y",1,NA,NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV LS3","E",1,"24.5","28.9","S","SG",25,0,"Y",1,"mussels + macro on seagrass",NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV LS3","E",2,"24.5","28.9","S","SG",15,0,"Y",1,"SG in mussel + macro",NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV LS4","E",1,"24.3","28.9","MS","MA",0,85,"Y",1,"MA/mussels",NA
NA,2017,2017-07-05,"RK","JC","KC;BM","SGV LS4","E",2,"24.3","28.9","MS","MA",10,90,"Y",1,"lots of mussels",NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV 100","E",1,"26.8","27.5","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV 100","E",2,"26.8","27.5","MS","SF",0,0,"N",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV 99","E",1,"26.9","27.4","MS","SG",15,0,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV 99","E",2,"26.9","27.4","MS","SG",60,0,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV CG1","E",1,"22.5","29.0","MS","SG",100,5,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV CG1","E",2,"22.5","29.0","MS","SG",85,3,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV CG2","E",1,"22.9","29.0","S","SG",90,20,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV CG2","E",2,"22.9","29.0","S","SG",95,10,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV CG3","E",1,"23.3","28.1","S","SG",0,0,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV CG3","E",2,"23.3","28.1","S","SG",0,0,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV CG4","E",1,"23.8","27.8","S","SG",70,10,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV CG4","E",2,"23.8","27.8","MS","SG",85,5,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV COR","E",1,"24.8","27.6","MS","SG",75,5,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV COR","E",2,"24.8","27.6","S","SG",10,25,"Y",1,NA,NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV SAND","E",1,"22.1","29.0","MS","SF",0,0,"N",1,"sand flat with tiny mussels",NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV SAND","E",2,"22.1","29.0","MS","SF",0,0,"N",1,"5% small mussel clumps",NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV WI","E",1,"20.9","29.3","MS","MB",5,75,"Y",1,"Very little amount of seagrass present mostly covered in mussles; 30% with large mussel clump",NA
NA,2017,2017-07-11,"RK","BS","KC;LG","SGV WI","E",2,"20.9","29.3","MS","MB",10,30,"Y",1,"Very little amount of seagrass present mostly covered in mussles; 30% with large mussel clump",NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 60","W",1,"25.8","27.2","MS","MF",0,0,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 60","W",2,"25.8","27.2","MS","MF",0,0,"N",1,NA,NA
NA,2017,2017-07-17,"RK","KC","KS;LG","SGV 61.5","W",1,"26.1","27.3","MS","SF",0,0,"N",1,NA,NA
